Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,
12/23/2013,23,December,2013,28,Young Adults (25-34),M,Australia,Tasmania,Bikes,Road Bikes,"Road-250 Black, 44",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
1/15/2013,15,January,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
1/20/2013,20,January,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
1/26/2013,26,January,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
2/4/2013,4,February,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
5/17/2013,17,May,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
8/4/2013,4,August,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
8/23/2013,23,August,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
8/31/2013,31,August,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
9/3/2013,3,September,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
10/4/2013,4,October,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
10/13/2013,13,October,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
11/19/2013,19,November,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
12/3/2013,3,December,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
1/13/2013,13,January,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
1/24/2013,24,January,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
4/1/2013,1,April,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
4/5/2013,5,April,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/1/2013,1,July,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/23/2013,23,July,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
7/29/2013,29,July,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
9/22/2013,22,September,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
10/28/2013,28,October,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
12/8/2013,8,December,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 48",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
12/18/2013,18,December,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 48",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
12/20/2013,20,December,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 48",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
9/20/2013,20,September,2013,34,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
9/29/2013,29,September,2013,34,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
10/27/2013,27,October,2013,34,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
7/23/2013,23,July,2013,69,Seniors (64+),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,"$1,555 ","$2,443 ",$888 ,"$1,555 ","$2,443 ",
3/18/2013,18,March,2013,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
5/23/2013,23,May,2013,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
8/8/2013,8,August,2013,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
12/11/2013,11,December,2013,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
2/15/2013,15,February,2013,36,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
5/22/2013,22,May,2013,36,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
6/17/2013,17,June,2013,36,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
9/25/2013,25,September,2013,36,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
2/5/2013,5,February,2013,37,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
3/26/2013,26,March,2013,37,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
9/13/2013,13,September,2013,37,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
12/26/2013,26,December,2013,37,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 44",1,"$1,519 ","$2,443 ",$924 ,"$1,519 ","$2,443 ",
2/17/2013,17,February,2013,57,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
10/1/2013,1,October,2013,57,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
1/24/2013,24,January,2013,25,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
3/31/2013,31,March,2013,25,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
4/15/2013,15,April,2013,25,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
10/13/2013,13,October,2013,25,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
9/22/2013,22,September,2013,26,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/16/2013,16,December,2013,26,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
6/3/2013,3,June,2013,62,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/21/2013,21,November,2013,62,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/10/2013,10,December,2013,62,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
6/4/2013,4,June,2013,44,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
9/1/2013,1,September,2013,44,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/28/2013,28,November,2013,44,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/10/2013,10,December,2013,44,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/24/2013,24,December,2013,44,Adults (35-64),M,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
7/20/2013,20,July,2013,22,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
10/7/2013,7,October,2013,22,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/27/2013,27,November,2013,22,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/29/2013,29,November,2013,22,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/25/2013,25,December,2013,22,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/4/2013,4,January,2013,40,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
1/10/2013,10,January,2013,40,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
11/19/2013,19,November,2013,40,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
11/22/2013,22,November,2013,40,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
4/4/2013,4,April,2013,25,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
9/15/2013,15,September,2013,25,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/7/2013,7,December,2013,25,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
2/8/2013,8,February,2013,28,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
4/27/2013,27,April,2013,28,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
10/4/2013,4,October,2013,28,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/12/2013,12,December,2013,28,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/15/2013,15,December,2013,28,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/23/2013,23,December,2013,28,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
7/11/2013,11,July,2013,30,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/30/2013,30,November,2013,30,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/13/2013,13,December,2013,30,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 58",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/29/2013,29,December,2013,32,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/13/2013,13,January,2013,24,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
5/30/2013,30,May,2013,24,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/6/2013,6,August,2013,24,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/19/2013,19,August,2013,24,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
9/27/2013,27,September,2013,24,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
10/26/2013,26,October,2013,24,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/22/2013,22,November,2013,24,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/21/2013,21,August,2013,42,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/9/2013,9,November,2013,42,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
10/21/2013,21,October,2013,41,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/1/2013,1,December,2013,41,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/7/2013,7,December,2013,41,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
12/15/2013,15,December,2013,41,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/16/2013,16,January,2013,40,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,$344 ,$540 ,$196 ,$344 ,$540 ,
7/7/2013,7,July,2013,40,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 52",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
9/25/2013,25,September,2013,40,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 52",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
1/21/2013,21,January,2013,51,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
7/11/2013,11,July,2013,51,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
1/6/2013,6,January,2013,51,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
4/18/2013,18,April,2013,51,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
8/5/2013,5,August,2013,51,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
11/25/2013,25,November,2013,51,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,$713 ,"$1,120 ",$407 ,$713 ,"$1,120 ",
1/23/2013,23,January,2013,47,Adults (35-64),M,Australia,Tasmania,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/11/2013,11,January,2013,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/26/2013,26,January,2013,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
6/3/2013,3,June,2013,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/16/2013,16,November,2013,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,$344 ,$540 ,$196 ,$344 ,$540 ,
1/1/2013,1,January,2013,42,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
1/29/2013,29,January,2013,42,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
10/28/2013,28,October,2013,42,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
12/23/2013,23,December,2013,42,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
1/3/2013,3,January,2013,40,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
12/7/2013,7,December,2013,40,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
2/2/2013,2,February,2013,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
2/14/2013,14,February,2013,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
5/3/2013,3,May,2013,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
5/21/2013,21,May,2013,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
6/26/2013,26,June,2013,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/1/2013,1,August,2013,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
8/22/2013,22,August,2013,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/5/2013,5,November,2013,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/13/2013,13,November,2013,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/20/2013,20,November,2013,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
11/29/2013,29,November,2013,33,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$344 ,$540 ,$196 ,$344 ,$540 ,
10/5/2013,5,October,2013,35,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 48",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
11/17/2013,17,November,2013,35,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 48",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
12/2/2013,2,December,2013,35,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 48",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
12/11/2013,11,December,2013,35,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 48",1,"$2,171 ","$3,578 ","$1,407 ","$2,171 ","$3,578 ",
6/4/2013,4,June,2013,36,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
6/10/2013,10,June,2013,36,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
6/20/2013,20,June,2013,36,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
7/11/2013,11,July,2013,36,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
10/10/2013,10,October,2013,36,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
10/15/2013,15,October,2013,36,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
12/18/2013,18,December,2013,36,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
1/4/2013,4,January,2013,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
2/22/2013,22,February,2013,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
5/28/2013,28,May,2013,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
7/11/2013,11,July,2013,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
7/22/2013,22,July,2013,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
9/1/2013,1,September,2013,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
9/4/2013,4,September,2013,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
9/10/2013,10,September,2013,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
9/18/2013,18,September,2013,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
9/23/2013,23,September,2013,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
12/24/2013,24,December,2013,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
2/15/2013,15,February,2013,29,Young Adults (25-34),M,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
2/20/2013,20,February,2013,29,Young Adults (25-34),F,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,"$1,083 ","$1,701 ",$618 ,"$1,083 ","$1,701 ",
